account_id,variant,mql_conversion_rate,engagement_score_delta,cost_per_mql,unsubscribe_rate,industry,company_size,region,engagement_tier
CH00006496-5dc47a,email_only,0,1.28,135.94,0,Technology,Enterprise,EMEA,Low
CH00006497-29ee75,email_only,0,-0.9,141.92,0,Healthcare,SMB,LATAM,Medium
CH00006498-67a6bb,email_only,0,0.72,154.91,0,Manufacturing,Enterprise,North America,Medium
CH00006499-ad90c2,email_only,0,-0.58,119.36,0,Healthcare,Enterprise,North America,Medium
CH00006500-9ff906,email_only,0,-6.19,123.78,0,Technology,Enterprise,North America,Medium
CH00006501-9e9738,email_only,0,-7.28,139.54,0,Technology,SMB,EMEA,Low
CH00006502-378b18,email_only,0,0.52,88.0,0,Healthcare,SMB,North America,Medium
CH00006503-2d1f59,email_only,0,5.06,105.34,0,Healthcare,Mid-Market,APAC,Medium
CH00006504-a4d7d3,email_only,0,2.69,81.66,0,Manufacturing,SMB,North America,Medium
CH00006505-d7e433,email_only,0,-2.02,142.25,0,Healthcare,Enterprise,APAC,High
CH00006506-5de716,email_only,0,6.38,191.29,0,Healthcare,Enterprise,North America,Medium
CH00006507-56149b,email_only,0,3.83,86.52,0,Manufacturing,SMB,North America,Medium
CH00006508-74d97d,email_only,0,8.29,143.15,0,Technology,Enterprise,North America,Medium
CH00006509-ad1752,email_only,0,-3.12,167.47,0,Finance,Enterprise,North America,Medium
CH00006510-81fa63,email_only,0,-6.76,111.08,0,Healthcare,Mid-Market,North America,Medium
CH00006511-2e520f,email_only,0,-4.27,200.3,0,Manufacturing,SMB,North America,Low
CH00006512-932df2,email_only,0,5.88,111.98,0,Manufacturing,Mid-Market,North America,Medium
CH00006513-cdccaf,email_only,0,4.44,145.46,0,Technology,Mid-Market,North America,High
CH00006514-5c9c9b,email_only,0,3.33,95.99,0,Healthcare,SMB,North America,Low
CH00006515-a68ef0,email_only,0,4.04,180.03,0,Technology,Mid-Market,EMEA,Medium
CH00006516-af75d6,email_only,0,5.31,126.13,0,Healthcare,Enterprise,EMEA,Low
CH00006517-acbac2,email_only,0,-0.88,158.96,0,Finance,SMB,LATAM,High
CH00006518-6e188f,email_only,0,-2.63,123.81,0,Finance,SMB,EMEA,High
CH00006519-9ff14d,email_only,0,12.24,120.46,0,Healthcare,SMB,North America,Low
CH00006520-f59e14,email_only,0,-4.46,135.28,0,Healthcare,Enterprise,North America,Low
CH00006521-6f870e,email_only,0,-1.05,139.26,0,Retail,Mid-Market,LATAM,Low
CH00006522-de8ecd,email_only,1,0.99,132.16,0,Technology,SMB,North America,Medium
CH00006523-4732ca,email_only,0,-6.65,121.71,0,Finance,SMB,APAC,Low
CH00006524-b0c4b8,email_only,0,4.41,113.15,0,Technology,Enterprise,LATAM,Low
CH00006525-b74d28,email_only,0,2.64,133.01,0,Healthcare,Mid-Market,North America,Medium
CH00006526-63d06b,email_only,0,-1.07,99.13,0,Retail,Enterprise,APAC,Medium
CH00006527-750664,email_only,0,7.28,131.74,0,Technology,Mid-Market,North America,Medium
CH00006528-b1cef3,email_only,0,-6.74,128.45,0,Finance,Mid-Market,EMEA,High
CH00006529-662cbc,email_only,0,-4.48,215.78,0,Retail,SMB,LATAM,Medium
CH00006530-18ad5b,email_only,0,-0.45,170.86,0,Finance,SMB,APAC,Medium
CH00006531-74c617,email_only,0,3.65,178.22,0,Technology,Mid-Market,North America,Low
CH00006532-4f71ac,email_only,1,-7.98,133.91,0,Technology,Mid-Market,EMEA,High
CH00006533-8ed153,email_only,0,-3.0,119.7,0,Healthcare,Mid-Market,APAC,Low
CH00006534-2b96ac,email_only,0,0.46,109.56,0,Finance,Mid-Market,LATAM,Low
CH00006535-bce240,email_only,0,2.39,161.03,0,Technology,Enterprise,North America,Medium
CH00006536-f185ee,email_only,0,-5.16,85.78,0,Finance,SMB,North America,Low
CH00006537-376696,email_only,0,1.44,125.26,0,Finance,SMB,APAC,Medium
CH00006538-e2cdbc,email_only,0,-14.2,151.98,0,Finance,Mid-Market,EMEA,Medium
CH00006539-8d5990,email_only,0,-3.51,174.64,0,Retail,SMB,North America,Medium
CH00006540-f2bd38,email_only,0,-0.61,172.28,0,Retail,SMB,North America,Low
CH00006541-2ebbe7,email_only,0,-1.09,138.16,0,Technology,Mid-Market,EMEA,High
CH00006542-733087,email_only,0,-9.82,94.46,0,Technology,Enterprise,APAC,Medium
CH00006543-ba55c2,email_only,0,-2.77,128.53,0,Retail,SMB,North America,Medium
CH00006544-a537a0,email_only,0,4.48,101.78,0,Healthcare,SMB,North America,High
CH00006545-7d7cbe,email_only,0,0.72,124.44,0,Technology,SMB,APAC,High
CH00006546-92eba4,email_only,0,0.96,91.11,0,Healthcare,SMB,North America,Medium
CH00006547-4f261f,email_only,0,7.36,98.83,0,Technology,SMB,North America,Low
CH00006548-35b636,email_only,0,-9.06,144.61,0,Manufacturing,Mid-Market,EMEA,Medium
CH00006549-e6dd79,email_only,0,4.55,111.22,0,Retail,Mid-Market,North America,Low
CH00006550-ad4aa6,email_only,0,3.17,99.02,0,Healthcare,Enterprise,APAC,Medium
CH00006551-4dbae7,email_only,0,5.61,199.5,0,Technology,Mid-Market,LATAM,High
CH00006552-943a8c,email_only,0,1.11,99.51,0,Healthcare,Enterprise,North America,Medium
CH00006553-e58a30,email_only,0,-0.07,106.83,0,Technology,Mid-Market,North America,Medium
CH00006554-5ac504,email_only,0,7.4,99.12,0,Technology,SMB,EMEA,Low
CH00006555-6f3486,email_only,1,-6.43,115.33,0,Finance,SMB,EMEA,Medium
CH00006556-cf8897,email_only,0,6.83,196.26,0,Healthcare,Enterprise,North America,Medium
CH00006557-1e5268,email_only,0,0.15,98.86,0,Manufacturing,Mid-Market,APAC,Medium
CH00006558-1c2a8d,email_only,0,-4.73,134.5,0,Technology,Mid-Market,LATAM,Medium
CH00006559-afc9ae,email_only,0,2.32,76.99,0,Healthcare,Mid-Market,LATAM,High
CH00006560-8435b8,email_only,0,-7.5,97.93,0,Manufacturing,SMB,EMEA,Medium
CH00006561-ff28f6,email_only,0,-2.43,130.77,0,Technology,Mid-Market,North America,High
CH00006562-1290a2,email_only,0,-5.52,84.33,0,Retail,Enterprise,North America,Medium
CH00006563-8b3959,email_only,0,-3.36,119.91,0,Manufacturing,Mid-Market,North America,Medium
CH00006564-b65d86,email_only,0,-7.45,112.54,0,Finance,SMB,North America,Medium
CH00006565-5d2cc5,email_only,1,-2.4,167.76,0,Manufacturing,SMB,North America,Medium
CH00006566-567f5e,email_only,0,-1.12,129.45,0,Technology,SMB,EMEA,Low
CH00006567-8765d3,email_only,0,-8.15,75.43,0,Retail,Mid-Market,EMEA,High
CH00006568-56c24b,email_only,0,5.28,178.23,0,Manufacturing,SMB,North America,Low
CH00006569-f63c9e,email_only,0,-3.09,187.02,0,Finance,SMB,EMEA,Medium
CH00006570-33b81a,email_only,0,-0.97,100.31,0,Finance,Enterprise,North America,Medium
CH00006571-654a9f,email_only,0,1.95,104.32,0,Manufacturing,Enterprise,North America,Medium
CH00006572-b9342b,email_only,0,3.24,77.63,0,Technology,Mid-Market,EMEA,High
CH00006573-5628c1,email_only,0,9.08,90.42,0,Technology,Mid-Market,APAC,Medium
CH00006574-9c368a,email_only,0,4.27,187.4,0,Manufacturing,Mid-Market,EMEA,Low
CH00006575-7c6b11,email_only,0,-3.51,193.68,0,Healthcare,Mid-Market,North America,High
CH00006576-9f8015,email_only,0,-1.15,104.3,0,Technology,SMB,North America,Medium
CH00006577-8d57e6,email_only,0,1.92,75.45,0,Healthcare,Mid-Market,EMEA,Medium
CH00006578-690b18,email_only,1,4.09,170.91,0,Technology,SMB,North America,Low
CH00006579-87065c,email_only,0,4.51,74.21,0,Technology,Enterprise,APAC,Medium
CH00006580-20f837,email_only,0,-1.19,121.37,0,Retail,SMB,North America,Medium
CH00006581-97960b,email_only,0,-3.55,142.82,0,Retail,SMB,LATAM,Medium
CH00006582-d5f136,email_only,0,8.37,110.92,0,Healthcare,SMB,EMEA,Low
CH00006583-afa08a,email_only,0,-0.7,109.21,0,Manufacturing,Mid-Market,EMEA,Medium
CH00006584-ada291,email_only,0,-5.43,145.21,0,Finance,Mid-Market,EMEA,High
CH00006585-2529a3,email_only,0,-0.8,109.0,0,Retail,Enterprise,APAC,High
CH00006586-64498b,email_only,0,1.36,154.79,0,Healthcare,Enterprise,APAC,Medium
CH00006587-3cabfc,email_only,0,-7.53,99.31,0,Finance,Enterprise,North America,Low
CH00006588-686b76,email_only,0,0.67,75.6,0,Retail,Mid-Market,North America,Low
CH00006589-7a62d0,email_only,0,-4.14,123.69,0,Technology,Mid-Market,North America,Medium
CH00006590-83d2e7,email_only,0,-1.31,117.17,0,Healthcare,Mid-Market,LATAM,High
CH00006591-7133dc,email_only,0,3.1,101.67,0,Finance,SMB,North America,High
CH00006592-6bdf05,email_only,0,-3.26,118.7,0,Manufacturing,Enterprise,North America,High
CH00006593-5c2c05,email_only,0,-2.41,159.49,0,Technology,Mid-Market,North America,Medium
CH00006594-615e5c,email_only,0,-5.14,94.31,0,Retail,Mid-Market,EMEA,Low
CH00006595-efbec4,email_only,0,-0.88,99.0,0,Retail,Mid-Market,North America,Low
CH00006596-70f1cc,email_only,0,-1.74,158.24,0,Technology,SMB,North America,Low
CH00006597-fdc544,email_only,0,2.24,112.86,0,Technology,SMB,EMEA,High
CH00006598-944683,email_only,1,1.19,101.77,0,Finance,SMB,North America,High
CH00006599-a8eec7,email_only,0,-5.13,148.06,0,Retail,Enterprise,LATAM,Low
CH00006600-cb48a8,email_only,0,3.43,108.84,0,Technology,Mid-Market,APAC,Medium
CH00006601-d40681,email_only,0,7.33,186.55,0,Healthcare,SMB,North America,Medium
CH00006602-a852a3,email_only,0,-3.62,120.06,0,Healthcare,SMB,North America,Medium
CH00006603-501905,email_only,0,2.95,116.21,0,Healthcare,SMB,EMEA,High
CH00006604-ada5a3,email_only,0,1.18,108.37,0,Retail,Enterprise,LATAM,Medium
CH00006605-71fe1a,email_only,0,-3.78,109.28,0,Technology,SMB,LATAM,Medium
CH00006606-b494c1,email_only,0,2.19,93.76,0,Finance,SMB,EMEA,Medium
CH00006607-b6c5c5,email_only,0,-5.1,88.13,0,Technology,Enterprise,North America,Medium
CH00006608-59fe60,email_only,0,-1.0,101.23,0,Finance,Enterprise,EMEA,Low
CH00006609-77b9a0,email_only,0,-2.98,108.9,0,Retail,Enterprise,EMEA,Low
CH00006610-a41258,email_only,0,-0.85,159.34,0,Technology,SMB,LATAM,Low
CH00006611-7021a1,email_only,0,-0.73,88.97,0,Technology,Mid-Market,North America,High
CH00006612-723de9,email_only,0,3.74,119.22,0,Healthcare,Enterprise,EMEA,Medium
CH00006613-452379,email_only,1,1.1,111.23,0,Finance,Enterprise,EMEA,High
CH00006614-7c86f9,email_only,0,-1.65,170.27,0,Finance,SMB,North America,Low
CH00006615-9e8b1d,email_only,0,-6.46,115.11,0,Healthcare,Enterprise,North America,Medium
CH00006616-4f9bba,email_only,0,2.23,163.11,0,Technology,Mid-Market,EMEA,Low
CH00006617-721aa1,email_only,0,6.1,130.21,0,Retail,SMB,North America,Medium
CH00006618-d3b9d3,email_only,1,-3.94,166.53,0,Technology,Enterprise,EMEA,Low
CH00006619-6abb60,email_only,0,6.01,178.1,0,Healthcare,SMB,North America,High
CH00006620-25c6d2,email_only,0,-6.24,155.11,0,Finance,Mid-Market,APAC,Low
CH00006621-f133f7,email_only,0,0.68,118.23,0,Retail,Mid-Market,North America,Medium
CH00006622-a8abd1,email_only,0,5.84,92.88,0,Technology,Mid-Market,LATAM,Medium
CH00006623-961654,email_only,0,1.32,111.6,0,Technology,SMB,APAC,Medium
CH00006624-a4127a,email_only,0,8.57,145.85,0,Healthcare,Enterprise,EMEA,High
CH00006625-a7bbbd,email_only,0,-5.0,116.55,0,Healthcare,SMB,EMEA,Low
CH00006626-881b0a,email_only,0,-3.75,165.68,0,Technology,SMB,North America,Medium
CH00006627-f57be3,email_only,0,-3.86,79.55,0,Retail,Mid-Market,North America,Medium
CH00006628-2cad53,email_only,0,-3.62,112.16,0,Finance,Mid-Market,North America,Medium
CH00006629-87ea5f,email_only,0,2.04,119.9,0,Finance,Mid-Market,EMEA,Medium
CH00006630-c475a1,email_only,0,-6.97,156.44,0,Finance,Mid-Market,North America,Medium
CH00006631-8b5fa5,email_only,0,-2.58,103.07,0,Healthcare,Mid-Market,North America,Medium
CH00006632-c88014,email_only,0,2.4,100.36,0,Healthcare,Mid-Market,North America,Low
CH00006633-3d86aa,email_only,0,-6.13,162.34,0,Finance,Enterprise,North America,Low
CH00006634-a917aa,email_only,0,4.63,102.59,0,Healthcare,Mid-Market,North America,High
CH00006635-2b186a,email_only,0,-0.39,97.21,0,Healthcare,Mid-Market,EMEA,Low
CH00006636-f2788c,email_only,0,5.61,115.76,0,Finance,SMB,EMEA,Low
CH00006637-4ce93c,email_only,0,-2.0,159.91,0,Technology,Mid-Market,North America,Medium
CH00006638-8afedf,email_only,0,9.07,96.66,0,Retail,Mid-Market,North America,Low
CH00006639-127379,email_only,0,-3.5,149.46,0,Finance,Enterprise,APAC,Medium
CH00006640-2ad431,email_only,0,12.0,97.09,0,Healthcare,SMB,North America,High
CH00006641-b73a3f,email_only,0,-2.59,103.02,0,Healthcare,Enterprise,APAC,High
CH00006642-7bc146,email_only,0,-2.77,121.56,0,Manufacturing,Mid-Market,North America,Medium
CH00006643-1ccd6e,email_only,0,6.59,86.79,0,Retail,SMB,North America,Medium
CH00006644-aa7add,email_only,0,7.04,106.31,0,Healthcare,SMB,APAC,Low
CH00006645-f18930,email_only,0,5.46,132.14,0,Finance,SMB,North America,Medium
CH00006646-b35f1a,email_only,1,-4.03,128.31,0,Manufacturing,Mid-Market,North America,Low
CH00006647-74ae45,email_only,0,3.38,171.93,0,Retail,SMB,North America,Medium
CH00006648-9cc7d5,email_only,0,1.59,99.18,0,Finance,Mid-Market,North America,Medium
CH00006649-a7614c,email_only,0,2.6,161.88,0,Finance,SMB,North America,Low
CH00006650-956e42,email_only,0,-7.13,114.21,0,Technology,Mid-Market,North America,Low
CH00006651-919506,email_only,0,2.1,144.52,0,Technology,SMB,North America,Low
CH00006652-35efa0,email_only,0,-1.43,123.44,0,Technology,Enterprise,North America,Medium
CH00006653-d12ad4,email_only,0,4.61,91.28,0,Healthcare,Enterprise,North America,Medium
CH00006654-d54224,email_only,0,4.95,94.46,0,Finance,SMB,North America,High
CH00006655-ccbe9b,email_only,0,-1.92,119.32,0,Retail,Enterprise,APAC,Medium
CH00006656-c36a29,email_only,0,-11.46,115.54,0,Finance,Mid-Market,North America,Medium
CH00006657-c17e57,email_only,0,-10.25,86.73,0,Finance,Mid-Market,EMEA,Low
CH00006658-f0f05e,email_only,0,6.98,65.43,0,Technology,SMB,North America,High
CH00006659-d82dcb,email_only,0,-2.74,120.36,0,Retail,SMB,North America,Medium
CH00006660-cd9163,email_only,0,1.99,152.69,0,Technology,Mid-Market,APAC,Low
CH00006661-1ff977,email_only,1,4.93,166.86,0,Manufacturing,Mid-Market,North America,Medium
CH00006662-22c931,email_only,0,-0.11,108.39,0,Manufacturing,Mid-Market,LATAM,Medium
CH00006663-104629,email_only,0,6.18,99.73,0,Manufacturing,Mid-Market,North America,High
CH00006664-f61ac7,email_only,0,-0.34,105.72,0,Technology,Mid-Market,EMEA,Medium
CH00006665-f393f2,email_only,0,-5.24,120.11,0,Healthcare,Mid-Market,EMEA,Low
CH00006666-eff39a,email_only,0,6.37,99.92,0,Technology,Mid-Market,EMEA,High
CH00006667-e8abbf,email_only,0,2.34,92.82,0,Technology,Mid-Market,North America,Low
CH00006668-d723a7,email_only,0,1.81,136.6,0,Retail,SMB,North America,Low
CH00006669-170d2e,email_only,0,-4.2,92.97,0,Manufacturing,Mid-Market,North America,Medium
CH00006670-257b6e,email_only,0,-6.77,139.16,0,Technology,Mid-Market,APAC,Low
CH00006671-95d4b8,email_only,0,2.8,113.66,0,Retail,Mid-Market,APAC,Medium
CH00006672-f531c5,email_only,0,5.57,112.52,0,Finance,SMB,EMEA,Medium
CH00006673-3a95ee,email_only,0,-5.13,114.35,0,Retail,Mid-Market,APAC,Medium
CH00006674-bc7c59,email_only,1,0.43,93.57,0,Technology,SMB,APAC,Medium
CH00006675-13eb61,email_only,0,5.23,117.44,0,Healthcare,SMB,North America,Low
CH00006676-f4a2f6,email_only,0,-2.15,87.43,0,Retail,Enterprise,EMEA,High
CH00006677-d39b12,email_only,0,0.88,95.64,0,Finance,Mid-Market,North America,Low
CH00006678-f0b91c,email_only,0,-5.21,158.68,0,Healthcare,SMB,North America,Medium
CH00006679-d5c766,email_only,0,-7.5,80.37,0,Technology,SMB,North America,High
CH00006680-d015ca,email_only,0,-6.08,117.43,0,Retail,Enterprise,North America,High
CH00006681-516e81,email_only,0,-6.03,98.69,0,Manufacturing,SMB,APAC,Medium
CH00006682-de241c,email_only,0,2.49,104.39,0,Healthcare,SMB,North America,High
CH00006683-7c4214,email_only,0,0.62,147.5,0,Finance,Mid-Market,EMEA,Low
CH00006684-6fa2c6,email_only,0,0.9,149.93,0,Finance,Enterprise,North America,Low
CH00006685-37eec6,email_only,0,4.46,160.69,0,Finance,Enterprise,North America,Medium
CH00006686-f809fa,email_only,0,-1.63,117.0,0,Manufacturing,SMB,APAC,Medium
CH00006687-8c675b,email_only,1,2.11,144.25,0,Finance,SMB,North America,High
CH00006688-286c12,email_only,0,5.0,189.0,0,Healthcare,Mid-Market,North America,Medium
CH00006689-6e11c2,email_only,0,-2.62,142.0,0,Manufacturing,Enterprise,EMEA,Low
CH00006690-860f36,email_only,0,-0.1,208.71,0,Healthcare,Enterprise,EMEA,Medium
CH00006691-f36cc8,email_only,0,-1.77,136.02,0,Technology,SMB,EMEA,Medium
CH00006692-56fcf4,email_only,1,2.08,108.32,0,Healthcare,SMB,North America,Low
CH00006693-409db9,email_only,1,3.38,188.12,0,Healthcare,SMB,North America,High
CH00006694-68469c,email_only,0,-2.27,134.45,0,Finance,Enterprise,North America,Medium
CH00006695-6b1648,email_only,0,-6.58,125.54,0,Technology,Mid-Market,North America,Medium
CH00006696-a8a429,email_only,1,-2.98,121.28,0,Retail,SMB,LATAM,High
CH00006697-8873d2,email_only,0,7.24,130.0,0,Technology,SMB,EMEA,Medium
CH00006698-98bb6d,email_only,0,-2.88,140.14,0,Healthcare,SMB,EMEA,Medium
CH00006699-105b98,email_only,0,4.72,118.08,0,Healthcare,Mid-Market,North America,Low
CH00006700-fdfa59,email_only,0,-11.02,144.97,0,Retail,SMB,EMEA,Low
CH00006701-7a1fde,email_only,0,0.11,126.6,0,Retail,SMB,APAC,Medium
CH00006702-c90c25,email_only,0,-4.75,142.81,0,Technology,SMB,LATAM,Medium
CH00006703-983a30,email_only,0,3.97,180.97,0,Finance,Mid-Market,APAC,Medium
CH00006704-8348fb,email_only,0,5.8,103.88,0,Technology,Mid-Market,EMEA,Medium
CH00006705-b0c7fe,email_only,0,-3.26,133.59,0,Healthcare,Mid-Market,North America,Low
CH00006706-284697,email_only,0,-7.8,119.6,0,Technology,SMB,EMEA,Low
CH00006707-d3ff05,email_only,0,3.82,118.08,0,Retail,Mid-Market,North America,Low
CH00006708-db35c8,email_only,0,-2.41,114.27,0,Manufacturing,Mid-Market,EMEA,Medium
CH00006709-f12033,email_only,0,1.41,112.82,0,Technology,Mid-Market,North America,Low
CH00006710-948aac,email_only,0,-4.33,196.06,0,Retail,SMB,North America,Medium
CH00006711-ddb212,email_only,0,-6.19,108.22,0,Manufacturing,SMB,North America,High
CH00006712-143e0d,email_only,0,-3.06,85.4,0,Manufacturing,SMB,North America,Medium
CH00006713-5edbc9,email_only,0,8.86,89.91,0,Technology,SMB,North America,Medium
CH00006714-7e1da6,email_only,0,-0.3,174.67,0,Manufacturing,Mid-Market,North America,Medium
CH00006715-324334,email_only,0,2.82,108.8,0,Technology,Enterprise,EMEA,Low
CH00006716-1ca565,email_only,0,-6.69,121.72,0,Retail,SMB,North America,Medium
CH00006717-3e60d1,email_only,0,-7.91,119.75,0,Finance,SMB,North America,High
CH00006718-3ece53,email_only,0,-10.96,102.01,0,Healthcare,Enterprise,APAC,Low
CH00006719-1304a8,email_only,0,-2.83,77.6,0,Healthcare,SMB,North America,High
CH00006720-646433,email_only,0,4.68,102.89,0,Technology,Mid-Market,EMEA,Medium
CH00006721-993642,email_only,0,10.88,97.09,0,Finance,Enterprise,North America,Low
CH00006722-cdf50a,email_only,0,-7.19,109.02,0,Finance,SMB,EMEA,Low
CH00006723-27fdf6,email_only,0,-6.28,97.28,0,Technology,Enterprise,North America,Medium
CH00006724-d90e31,email_only,0,-2.97,110.51,0,Finance,SMB,APAC,High
CH00006725-55b022,email_only,0,-5.49,140.33,0,Retail,Mid-Market,APAC,Low
CH00006726-1826cf,email_only,0,-0.17,89.22,0,Healthcare,SMB,LATAM,High
CH00006727-e12365,email_only,0,-1.37,141.4,0,Finance,Mid-Market,North America,Low
CH00006728-b28cf4,email_only,0,-9.62,143.19,0,Finance,Mid-Market,North America,Low
CH00006729-5b044a,email_only,0,4.62,94.64,0,Finance,SMB,LATAM,Medium
CH00006730-30388e,email_only,0,-2.16,132.54,0,Finance,SMB,APAC,Low
CH00006731-d4223a,email_only,0,-1.34,134.29,0,Finance,Enterprise,North America,High
CH00006732-801104,email_only,0,-0.22,92.78,0,Healthcare,SMB,EMEA,Low
CH00006733-8fb654,email_only,0,-4.96,134.76,0,Manufacturing,Mid-Market,North America,Medium
CH00006734-ed41c5,email_only,0,0.25,132.02,0,Technology,Enterprise,EMEA,Medium
CH00006735-571e87,email_only,0,-0.48,108.63,0,Technology,Mid-Market,North America,Low
CH00006736-9a6d64,email_only,0,-2.76,148.92,0,Retail,Mid-Market,LATAM,Low
CH00006737-d31741,email_only,0,2.96,133.19,0,Technology,Mid-Market,North America,High
CH00006738-1b2c83,email_only,0,-7.88,126.73,0,Finance,Mid-Market,North America,Low
CH00006739-156b44,email_only,0,8.65,68.71,0,Retail,SMB,North America,Medium
CH00006740-4b0478,email_only,0,-5.0,178.11,0,Finance,SMB,North America,Medium
CH00006741-92b4d2,email_only,0,3.21,88.35,0,Healthcare,SMB,North America,High
CH00006742-b0e59e,email_only,0,-3.79,140.44,0,Manufacturing,Mid-Market,LATAM,Low
CH00006743-a8882e,email_only,0,3.93,193.1,0,Finance,SMB,North America,Medium
CH00006744-a18e7e,email_only,0,-1.34,88.3,0,Finance,SMB,North America,Low
CH00006745-18c3df,email_only,0,2.69,113.61,0,Retail,SMB,LATAM,Medium
CH00006746-6fd991,email_only,0,-1.09,189.14,0,Finance,SMB,APAC,Low
CH00006747-3ba71a,email_only,0,8.68,160.19,0,Healthcare,Mid-Market,APAC,Medium
CH00006748-5b436b,email_only,0,4.5,194.82,0,Finance,SMB,APAC,Low
CH00006749-7b556e,email_only,0,-10.23,131.19,0,Healthcare,SMB,EMEA,Low
CH00006750-87febc,email_only,0,4.58,167.94,0,Finance,Enterprise,North America,Medium
CH00006751-1ab258,email_only,0,-0.12,132.88,0,Technology,Mid-Market,APAC,High
CH00006752-367cff,email_only,0,-2.22,81.65,0,Technology,Enterprise,North America,Medium
CH00006753-735e2c,email_only,1,2.26,113.98,0,Technology,SMB,APAC,Low
CH00006754-fe6ee8,email_only,0,7.76,156.62,0,Technology,Mid-Market,North America,Low
CH00006755-88887b,email_only,0,-0.22,197.53,0,Healthcare,Mid-Market,North America,Low
CH00006756-9a6a97,email_only,0,-1.56,123.95,0,Finance,SMB,North America,Low
CH00006757-1c9cbc,email_only,0,-0.87,115.18,0,Healthcare,Enterprise,EMEA,Medium
CH00006758-1617ad,email_only,0,-1.72,132.38,0,Technology,SMB,EMEA,Medium
CH00006759-b2679a,email_only,0,5.71,179.27,0,Manufacturing,SMB,EMEA,High
CH00006760-66fac7,email_only,0,2.08,144.01,0,Finance,Mid-Market,EMEA,Low
CH00006761-339cac,email_only,0,-1.64,112.49,0,Technology,Enterprise,APAC,Medium
CH00006762-c00156,email_only,0,-6.25,98.17,0,Healthcare,SMB,North America,Low
CH00006763-f8638a,email_only,0,5.48,207.19,0,Retail,Mid-Market,North America,Low
CH00006764-716d3b,email_only,0,-1.23,82.59,0,Technology,SMB,North America,Medium
CH00006765-a475b2,email_only,0,7.8,122.14,0,Technology,SMB,LATAM,Medium
CH00006766-6340ea,email_only,1,-4.81,109.26,0,Technology,Enterprise,LATAM,Low
CH00006767-9208d7,email_only,0,5.6,127.47,0,Healthcare,Mid-Market,EMEA,Medium
CH00006768-764d91,email_only,0,-3.32,92.75,0,Retail,SMB,North America,Medium
CH00006769-808d61,email_only,0,4.5,142.63,0,Technology,SMB,EMEA,Medium
CH00006770-2d0e43,email_only,0,-4.97,79.14,0,Technology,Mid-Market,North America,Medium
CH00006771-5520fc,email_only,0,-2.79,120.41,0,Finance,Enterprise,LATAM,Medium
CH00006772-b559aa,email_only,0,2.07,114.83,0,Healthcare,SMB,EMEA,Medium
CH00006773-8b6671,email_only,0,-5.68,110.01,0,Finance,SMB,APAC,Medium
CH00006774-cc40d0,email_only,0,5.64,121.15,0,Manufacturing,SMB,North America,Medium
CH00006775-2b7ef5,email_only,0,1.01,115.04,0,Retail,Mid-Market,APAC,Medium
CH00006776-a3c4e2,email_only,1,-3.81,101.4,0,Manufacturing,SMB,North America,Medium
CH00006777-bb0316,email_only,0,5.21,127.06,0,Retail,SMB,North America,Medium
CH00006778-1f5040,email_only,0,7.95,118.47,0,Finance,Enterprise,EMEA,Low
CH00006779-51439f,email_only,0,-0.95,114.09,0,Technology,Mid-Market,APAC,Medium
CH00006780-1d76db,email_only,0,6.68,116.42,0,Finance,SMB,North America,Medium
CH00006781-aba577,email_only,0,-4.51,148.35,0,Healthcare,SMB,EMEA,Low
CH00006782-9c3a7f,email_only,0,4.94,79.49,0,Retail,Mid-Market,North America,Medium
CH00006783-171fe1,email_only,0,-9.1,96.29,0,Healthcare,Mid-Market,North America,High
CH00006784-cfaf4b,email_only,0,7.82,106.38,0,Technology,SMB,APAC,Medium
CH00006785-7f707e,email_only,0,1.83,117.95,0,Retail,Enterprise,North America,High
CH00006786-b6de48,email_only,0,3.39,122.59,0,Technology,Mid-Market,APAC,Low
CH00006787-ab420b,email_only,0,-5.34,100.57,0,Technology,Enterprise,APAC,Low
CH00006788-9a1506,email_only,0,4.72,170.72,0,Finance,Mid-Market,North America,Medium
CH00006789-3e8480,email_only,0,0.87,116.63,0,Retail,Mid-Market,LATAM,Medium
CH00006790-f23d3e,email_only,0,-1.21,154.02,0,Technology,SMB,APAC,High
CH00006791-9d622f,email_only,0,-8.62,128.98,0,Healthcare,Enterprise,North America,Medium
CH00006792-fae0d4,email_only,1,4.02,93.57,0,Retail,Enterprise,EMEA,Medium
CH00006793-e07c98,email_only,0,9.7,88.27,0,Finance,Enterprise,APAC,Low
CH00006794-929d88,email_only,0,-9.95,106.82,0,Technology,Mid-Market,North America,High
CH00006795-d7796d,email_only,0,-1.17,176.95,0,Technology,SMB,North America,High
CH00006796-2eaf02,email_only,0,-2.05,112.03,0,Technology,Mid-Market,North America,Medium
CH00006797-d69e8b,email_only,0,3.91,120.69,0,Technology,SMB,APAC,Medium
CH00006798-418f21,email_only,0,2.17,141.72,0,Healthcare,SMB,APAC,Medium
CH00006799-5c8af1,email_only,0,-2.3,176.79,0,Retail,Mid-Market,North America,High
CH00006800-ec788e,email_only,0,6.57,139.26,0,Finance,SMB,North America,Low
CH00006801-d54281,email_only,0,-3.68,171.44,0,Healthcare,Enterprise,North America,Medium
CH00006802-484f02,email_only,0,8.24,137.98,0,Retail,SMB,EMEA,High
CH00006803-62d1ca,email_only,0,7.42,120.88,0,Finance,Mid-Market,North America,Low
CH00006804-207bc6,email_only,0,-0.38,72.96,0,Healthcare,SMB,EMEA,Medium
