contact_id,variant,open_rate,click_rate,conversion_rate,unsubscribe_rate,spam_complaint_rate,day_of_week,assignment_date,industry,company_size,region,engagement_tier
C00004022-999010,control,0,0,0,0,0,4,2025-10-03,Healthcare,SMB,EMEA,Low
C00004023-1323f9,control,1,0,0,0,0,2,2025-09-17,Retail,SMB,APAC,Medium
C00004024-4ddd87,control,0,0,0,0,0,4,2025-09-19,Manufacturing,SMB,EMEA,Medium
C00004025-a1d7c5,control,0,0,0,0,0,4,2025-09-26,Finance,Mid-Market,APAC,Medium
C00004026-8b0fd9,control,0,0,0,0,0,5,2025-09-20,Technology,Mid-Market,North America,Low
C00004027-2a3550,control,0,0,0,0,0,5,2025-09-20,Retail,SMB,EMEA,Low
C00004028-cbe477,control,0,0,0,0,0,1,2025-09-23,Healthcare,Mid-Market,EMEA,High
C00004029-f86d7b,control,0,0,0,0,0,0,2025-09-22,Healthcare,SMB,APAC,Medium
C00004030-17dc40,control,0,0,0,0,0,1,2025-09-30,Healthcare,SMB,North America,Low
C00004031-50bc5d,control,0,0,0,0,0,6,2025-10-12,Technology,SMB,EMEA,Medium
C00004032-a60bf3,control,1,0,0,0,0,1,2025-10-14,Technology,SMB,EMEA,High
C00004033-82fc44,control,0,0,0,0,0,5,2025-09-27,Technology,Mid-Market,North America,Low
C00004034-414400,control,0,0,0,0,0,3,2025-10-02,Retail,Mid-Market,North America,Low
C00004035-4bc241,control,0,0,0,0,0,1,2025-10-07,Technology,SMB,EMEA,Medium
C00004036-521aa7,control,0,0,0,0,0,0,2025-09-15,Finance,Enterprise,APAC,Medium
C00004037-a886a4,control,1,0,0,0,0,1,2025-09-30,Retail,Mid-Market,North America,Medium
C00004038-cb45b2,control,0,0,0,0,0,5,2025-10-11,Technology,Mid-Market,EMEA,Low
C00004039-818bc5,control,0,0,0,0,0,4,2025-09-26,Technology,Mid-Market,North America,Medium
C00004040-7c018e,control,0,0,0,0,0,0,2025-09-22,Technology,SMB,North America,High
C00004041-86085a,control,0,0,0,0,0,6,2025-10-12,Healthcare,SMB,North America,High
C00004042-a8b20e,control,1,0,0,0,0,1,2025-09-30,Manufacturing,Mid-Market,EMEA,High
C00004043-bbd8bf,control,0,0,0,0,0,1,2025-10-14,Finance,Enterprise,APAC,High
C00004044-bfdcf6,control,0,0,0,0,0,2,2025-10-01,Manufacturing,SMB,APAC,Medium
C00004045-200001,control,0,0,0,0,0,3,2025-09-18,Technology,SMB,APAC,Medium
C00004046-30f093,control,0,0,0,0,0,5,2025-10-11,Finance,SMB,North America,High
C00004047-b780dd,control,1,0,0,0,0,4,2025-09-19,Technology,Mid-Market,North America,Medium
C00004048-2e6c19,control,0,0,0,0,0,4,2025-09-26,Retail,SMB,EMEA,Medium
C00004049-69efb3,control,0,0,0,0,0,3,2025-10-09,Healthcare,Enterprise,APAC,Medium
C00004050-d72fb5,control,0,0,0,0,0,3,2025-10-02,Technology,SMB,LATAM,High
C00004051-3118e2,control,0,0,0,0,0,0,2025-09-29,Finance,SMB,EMEA,Medium
C00004052-9bcaea,control,0,0,0,0,0,1,2025-09-23,Technology,SMB,LATAM,High
C00004053-b99bc8,control,0,0,0,0,0,2,2025-10-01,Manufacturing,Enterprise,LATAM,Medium
C00004054-2bea0d,control,1,0,0,0,0,0,2025-09-15,Manufacturing,Enterprise,EMEA,Medium
C00004055-71c84e,control,0,0,0,0,0,2,2025-10-01,Healthcare,Mid-Market,North America,Low
C00004056-e696c5,control,0,0,0,0,0,0,2025-10-06,Healthcare,Enterprise,EMEA,Medium
C00004057-ca8f43,control,0,0,0,0,0,6,2025-09-28,Finance,Enterprise,EMEA,Medium
C00004058-f897ec,control,1,0,0,0,0,0,2025-09-15,Technology,SMB,EMEA,High
C00004059-1446ae,control,1,0,0,0,0,2,2025-10-01,Retail,Mid-Market,EMEA,Medium
C00004060-e4e664,control,0,0,0,0,0,0,2025-09-22,Retail,Mid-Market,EMEA,Medium
C00004061-be9e91,control,0,0,0,0,0,4,2025-09-19,Healthcare,SMB,North America,High
C00004062-63d66a,control,0,0,0,0,0,5,2025-10-11,Finance,Mid-Market,North America,Medium
C00004063-da9746,control,1,0,0,0,0,3,2025-10-02,Retail,SMB,North America,Medium
C00004064-38b95c,control,0,0,0,0,0,0,2025-09-29,Technology,Enterprise,APAC,High
C00004065-a5703f,control,1,0,0,0,0,5,2025-10-04,Technology,Mid-Market,LATAM,Medium
C00004066-93828b,control,0,0,0,0,0,3,2025-09-18,Healthcare,Mid-Market,North America,High
C00004067-240a5e,control,0,0,0,0,0,3,2025-10-09,Manufacturing,SMB,North America,High
C00004068-260310,control,0,1,0,0,0,4,2025-09-19,Technology,Mid-Market,EMEA,Medium
C00004069-a7a2b9,control,0,0,0,0,0,0,2025-09-22,Retail,Enterprise,APAC,Low
C00004070-fc126b,control,0,0,0,0,0,3,2025-09-25,Technology,Mid-Market,North America,Low
C00004071-fbad56,control,1,0,0,0,0,0,2025-09-15,Finance,Enterprise,EMEA,Medium
C00004072-86c60c,control,1,0,0,0,0,2,2025-09-24,Retail,Mid-Market,North America,Medium
C00004073-a3f97e,control,0,0,0,0,0,1,2025-09-30,Finance,Mid-Market,North America,Low
C00004074-77e34a,control,0,0,0,0,0,6,2025-09-28,Healthcare,SMB,North America,Medium
C00004075-782b7d,control,1,0,0,0,1,4,2025-09-26,Technology,Enterprise,APAC,Medium
C00004076-15f9c3,control,0,0,0,0,0,4,2025-10-03,Retail,SMB,North America,Medium
C00004077-533490,control,0,0,0,0,0,5,2025-10-11,Finance,Mid-Market,APAC,Medium
C00004078-f238aa,control,0,0,0,0,0,3,2025-10-02,Finance,SMB,EMEA,Medium
C00004079-e2339b,control,0,0,0,0,0,3,2025-09-25,Healthcare,Mid-Market,EMEA,Low
C00004080-e06010,control,0,0,0,0,0,6,2025-10-05,Finance,Enterprise,North America,Medium
C00004081-732e54,control,0,0,0,0,0,1,2025-09-16,Retail,Mid-Market,North America,Medium
C00004082-e576bd,control,0,0,0,0,0,1,2025-09-23,Technology,Enterprise,North America,Medium
C00004083-2bab68,control,0,0,0,0,0,6,2025-09-28,Healthcare,Enterprise,EMEA,Medium
C00004084-6d3339,control,0,0,0,0,0,2,2025-09-24,Finance,Mid-Market,EMEA,Medium
C00004085-7c82c0,control,0,0,0,0,0,4,2025-10-03,Technology,SMB,North America,Low
C00004086-abb47c,control,0,0,0,0,0,3,2025-09-18,Technology,SMB,North America,Medium
C00004087-4f7987,control,0,0,0,0,0,1,2025-10-14,Healthcare,Enterprise,EMEA,Low
C00004088-36b7ee,control,0,1,0,0,0,3,2025-10-02,Technology,Mid-Market,North America,Medium
C00004089-af1752,control,1,0,0,0,0,5,2025-09-27,Healthcare,Mid-Market,North America,High
C00004090-f34683,control,0,0,0,0,0,5,2025-10-11,Finance,SMB,EMEA,High
C00004091-6a1806,control,0,0,0,0,0,3,2025-09-25,Technology,Mid-Market,APAC,Medium
C00004092-3be2d3,control,1,0,0,0,0,2,2025-10-01,Technology,Enterprise,EMEA,Medium
C00004093-dea80b,control,0,0,0,0,0,3,2025-09-25,Technology,SMB,LATAM,Medium
C00004094-71da63,control,0,0,0,0,0,2,2025-09-24,Healthcare,Mid-Market,North America,Medium
C00004095-d1893d,control,1,0,0,0,0,6,2025-09-28,Healthcare,Mid-Market,North America,Medium
C00004096-b6e52a,control,1,0,0,0,0,1,2025-09-16,Manufacturing,Enterprise,North America,Low
C00004097-7454ee,control,1,0,0,0,0,2,2025-09-24,Manufacturing,Enterprise,LATAM,Medium
C00004098-4ff24a,control,0,0,0,0,0,1,2025-09-16,Technology,SMB,North America,Low
C00004099-9bc1ae,control,0,0,0,0,0,2,2025-10-08,Technology,SMB,APAC,High
C00004100-7ebdd0,control,0,0,0,0,0,4,2025-09-26,Retail,SMB,EMEA,Low
C00004101-567bc8,control,0,0,0,0,0,4,2025-10-03,Manufacturing,SMB,APAC,Medium
C00004102-9f3562,control,0,0,0,0,0,0,2025-10-13,Manufacturing,Mid-Market,LATAM,Medium
C00004103-2fb3d9,control,0,0,0,0,0,4,2025-10-10,Technology,SMB,APAC,Medium
C00004104-fe6307,control,0,0,0,0,0,4,2025-09-19,Healthcare,SMB,North America,Medium
C00004105-c48eea,control,0,0,0,0,0,2,2025-09-17,Technology,Mid-Market,North America,Medium
C00004106-202a64,control,0,0,0,0,0,0,2025-09-15,Technology,Mid-Market,APAC,Low
C00004107-87b99a,control,1,0,0,0,0,1,2025-09-23,Finance,Mid-Market,North America,Low
C00004108-e11a9d,control,0,0,0,0,0,2,2025-09-24,Healthcare,SMB,North America,Medium
C00004109-3f912c,control,0,0,0,0,0,4,2025-09-19,Retail,Mid-Market,North America,Medium
C00004110-5fb760,control,1,0,0,0,0,0,2025-10-06,Manufacturing,Mid-Market,LATAM,Medium
C00004111-4a1534,control,1,0,0,0,0,2,2025-09-24,Technology,SMB,EMEA,Medium
C00004112-fd2627,control,0,0,0,0,0,1,2025-09-30,Finance,SMB,North America,Medium
C00004113-1c658b,control,0,0,0,0,0,0,2025-10-06,Finance,SMB,North America,Medium
C00004114-99c86c,control,0,0,0,0,0,1,2025-09-16,Technology,Mid-Market,North America,Low
C00004115-d0ca61,control,1,0,0,0,0,6,2025-09-21,Manufacturing,Mid-Market,EMEA,Medium
C00004116-b0abe6,control,0,0,0,0,0,0,2025-10-13,Finance,SMB,North America,High
C00004117-298ae7,control,1,0,0,0,0,2,2025-10-08,Healthcare,SMB,North America,Medium
C00004118-383442,control,0,0,0,0,0,1,2025-09-16,Technology,SMB,APAC,High
C00004119-4c4835,control,0,0,0,0,0,4,2025-10-03,Technology,SMB,EMEA,Medium
C00004120-f815eb,control,0,0,0,0,0,5,2025-10-11,Technology,Mid-Market,EMEA,Medium
C00004121-aab5f6,control,0,0,0,0,0,2,2025-09-17,Technology,Mid-Market,North America,Low
C00004122-b549b3,control,0,0,0,0,0,3,2025-10-09,Technology,SMB,North America,Medium
C00004123-a748f6,control,0,0,0,0,0,0,2025-09-29,Technology,SMB,North America,Low
C00004124-9d9825,control,1,0,0,0,0,2,2025-09-17,Technology,Mid-Market,North America,Medium
C00004125-8c6e68,control,1,0,0,0,0,3,2025-10-09,Technology,Enterprise,North America,High
C00004126-47e2b4,control,1,0,0,0,0,0,2025-09-29,Finance,Mid-Market,North America,High
C00004127-d0f839,control,0,0,0,0,0,3,2025-10-09,Retail,Mid-Market,North America,Medium
C00004128-8c19a5,control,0,0,0,0,0,3,2025-10-02,Technology,SMB,LATAM,Medium
C00004129-ae0a8e,control,0,0,0,0,0,3,2025-10-09,Healthcare,Mid-Market,North America,Low
C00004130-6505f5,control,0,0,0,0,0,6,2025-10-12,Healthcare,Mid-Market,EMEA,Medium
C00004131-56c4d2,control,0,0,0,0,0,2,2025-09-17,Technology,SMB,EMEA,Medium
C00004132-73ad11,control,0,0,0,0,0,5,2025-10-04,Finance,Mid-Market,North America,Low
C00004133-cdf2fe,control,0,0,0,0,0,3,2025-10-02,Technology,SMB,North America,High
C00004134-a4cfec,control,0,0,0,0,0,0,2025-10-06,Technology,Enterprise,EMEA,Medium
C00004135-addba7,control,1,0,0,0,0,3,2025-10-02,Technology,Enterprise,EMEA,Medium
C00004136-61c84d,control,0,0,0,0,0,2,2025-09-17,Finance,Enterprise,EMEA,High
C00004137-c6a67e,control,0,0,0,0,0,5,2025-10-11,Technology,Mid-Market,EMEA,Medium
C00004138-27382e,control,1,0,0,0,0,5,2025-09-27,Finance,Enterprise,EMEA,Low
C00004139-28e356,control,0,0,0,0,0,3,2025-09-18,Technology,Mid-Market,LATAM,Low
C00004140-591eec,control,1,0,0,0,0,5,2025-10-04,Technology,Mid-Market,EMEA,Low
C00004141-2c761c,control,0,0,0,0,0,2,2025-10-01,Healthcare,Enterprise,North America,Low
C00004142-4c7238,control,1,0,0,0,0,4,2025-09-19,Healthcare,SMB,North America,Medium
C00004143-975f7f,control,1,0,0,0,0,5,2025-09-27,Technology,Mid-Market,EMEA,Low
C00004144-8ae164,control,1,1,0,0,0,2,2025-09-17,Technology,Enterprise,APAC,Low
C00004145-739045,control,0,0,0,0,0,4,2025-09-26,Healthcare,SMB,North America,Medium
C00004146-446f27,control,0,0,0,0,0,4,2025-09-19,Technology,Enterprise,North America,Medium
C00004147-a8334f,control,0,0,0,0,0,2,2025-09-17,Retail,Mid-Market,LATAM,Medium
C00004148-5efed5,control,0,0,0,0,0,1,2025-10-14,Finance,Enterprise,North America,Medium
C00004149-298dd7,control,1,0,0,0,0,6,2025-10-12,Technology,Mid-Market,North America,Medium
C00004150-d120f7,control,0,0,0,0,0,5,2025-10-11,Finance,Mid-Market,North America,Low
C00004151-737610,control,1,0,0,0,0,0,2025-09-29,Healthcare,Enterprise,North America,Medium
C00004152-cf1073,control,0,0,0,0,0,1,2025-10-14,Technology,Enterprise,LATAM,Medium
C00004153-6bbb82,control,0,0,0,0,0,2,2025-10-01,Technology,Enterprise,APAC,Medium
C00004154-845b7b,control,1,0,0,0,0,6,2025-09-28,Retail,Enterprise,North America,Medium
C00004155-d32de0,control,0,1,0,0,0,2,2025-09-17,Healthcare,SMB,EMEA,Medium
C00004156-1b35a9,control,0,0,0,0,0,1,2025-10-14,Finance,Mid-Market,APAC,High
C00004157-335317,control,0,0,0,0,0,2,2025-09-24,Retail,Mid-Market,North America,Low
C00004158-3dcc21,control,1,0,0,0,0,6,2025-09-21,Technology,Mid-Market,EMEA,High
C00004159-bb6598,control,0,0,0,0,0,1,2025-10-14,Technology,Enterprise,North America,Low
C00004160-d3a4c0,control,0,0,0,0,0,0,2025-09-15,Technology,Enterprise,North America,Low
C00004161-30ef18,control,0,0,0,0,0,1,2025-09-16,Technology,Mid-Market,North America,Low
C00004162-9e2ae5,control,0,0,0,0,0,5,2025-09-20,Manufacturing,SMB,North America,Low
C00004163-684939,control,0,0,0,0,0,0,2025-10-06,Retail,SMB,North America,High
C00004164-71c35e,control,0,0,0,0,0,5,2025-10-11,Retail,Mid-Market,APAC,Medium
C00004165-e59deb,control,0,0,0,0,0,3,2025-09-18,Technology,SMB,APAC,Low
C00004166-ef831a,control,0,1,1,0,0,0,2025-10-06,Healthcare,SMB,North America,Low
C00004167-eca207,control,0,1,0,0,0,0,2025-09-15,Finance,Mid-Market,APAC,Medium
C00004168-1e4914,control,1,0,0,0,0,5,2025-10-04,Healthcare,SMB,North America,Medium
C00004169-b9850f,control,1,0,0,0,0,0,2025-10-06,Finance,Enterprise,North America,Low
C00004170-c2e628,control,0,0,0,0,0,1,2025-09-23,Retail,SMB,EMEA,Medium
C00004171-27ce66,control,1,0,0,0,0,5,2025-09-27,Manufacturing,Enterprise,North America,High
C00004172-4c618d,control,0,0,0,0,0,5,2025-10-11,Retail,Enterprise,EMEA,High
C00004173-15e904,control,0,1,0,0,0,0,2025-09-22,Technology,Mid-Market,EMEA,Medium
C00004174-cdb636,control,1,0,0,0,0,1,2025-10-14,Technology,Enterprise,North America,Low
C00004175-36cc3e,control,1,0,0,0,0,3,2025-10-09,Retail,Enterprise,North America,Low
C00004176-766e37,control,0,0,0,0,0,5,2025-09-27,Technology,SMB,EMEA,Low
C00004177-5e7171,control,0,0,0,0,0,2,2025-10-08,Healthcare,Mid-Market,EMEA,Medium
C00004178-d186b6,control,1,0,0,0,0,5,2025-10-04,Technology,Mid-Market,EMEA,Medium
C00004179-b6778b,control,1,0,0,0,0,0,2025-09-22,Finance,Enterprise,North America,Medium
C00004180-ce0530,control,1,0,0,0,0,5,2025-10-04,Technology,Enterprise,LATAM,Medium
C00004181-eec5a5,control,0,0,0,0,0,1,2025-09-23,Technology,Enterprise,North America,Medium
C00004182-9cdb9a,control,0,0,0,0,0,1,2025-09-30,Technology,Mid-Market,North America,Medium
C00004183-4981e1,control,0,0,0,0,0,1,2025-10-14,Technology,Mid-Market,North America,High
C00004184-9a7ccf,control,1,0,0,0,0,4,2025-09-19,Healthcare,SMB,North America,Medium
C00004185-abfb1d,control,0,1,0,0,0,3,2025-09-25,Technology,Enterprise,North America,Medium
C00004186-99799d,control,0,0,0,0,0,4,2025-09-19,Retail,Enterprise,EMEA,Medium
C00004187-95edff,control,0,0,0,0,0,3,2025-09-18,Technology,Enterprise,North America,Low
C00004188-b68b86,control,0,0,0,0,0,0,2025-10-13,Healthcare,Mid-Market,North America,Medium
C00004189-1dafdb,control,1,0,0,0,0,6,2025-09-28,Retail,Mid-Market,North America,High
C00004190-b17c9e,control,0,0,0,0,0,2,2025-10-01,Technology,Enterprise,North America,Medium
C00004191-5d10eb,control,0,0,0,0,0,6,2025-09-28,Technology,Mid-Market,North America,High
C00004192-2e6d25,control,0,0,0,0,0,4,2025-09-19,Healthcare,SMB,North America,Low
C00004193-376691,control,0,0,0,0,0,2,2025-10-08,Technology,Mid-Market,North America,Medium
C00004194-563887,control,0,0,0,0,0,0,2025-10-13,Technology,Mid-Market,EMEA,Medium
C00004195-84f2ec,control,0,0,0,0,0,6,2025-09-21,Healthcare,Enterprise,EMEA,Low
C00004196-d9dff8,control,1,0,0,0,0,4,2025-09-19,Finance,Mid-Market,EMEA,High
C00004197-627a09,control,1,0,0,0,0,1,2025-09-16,Retail,Enterprise,LATAM,Medium
C00004198-185b1e,control,0,0,1,0,0,0,2025-09-22,Finance,Enterprise,EMEA,Medium
C00004199-180542,control,0,0,0,0,0,5,2025-10-04,Technology,SMB,APAC,Medium
C00004200-37df6f,control,0,0,0,0,0,2,2025-09-24,Technology,SMB,EMEA,High
C00004201-48637f,control,0,0,0,0,0,1,2025-09-16,Finance,Enterprise,LATAM,Medium
C00004202-12d591,control,0,0,0,0,0,4,2025-09-19,Healthcare,Mid-Market,LATAM,Medium
C00004203-207b2e,control,0,0,0,0,0,2,2025-09-17,Retail,Enterprise,APAC,Medium
C00004204-f083e6,control,1,1,0,0,0,4,2025-09-26,Technology,SMB,North America,Low
C00004205-71edab,control,0,0,0,0,0,0,2025-09-22,Finance,SMB,APAC,Low
C00004206-d5fbb7,control,1,0,0,0,0,3,2025-09-25,Healthcare,Mid-Market,North America,Low
C00004207-25a4b8,control,0,0,0,0,0,5,2025-09-27,Technology,Mid-Market,EMEA,Medium
C00004208-4be043,control,0,0,0,0,0,3,2025-09-25,Technology,SMB,LATAM,Medium
C00004209-de87ff,control,1,0,0,0,0,6,2025-10-12,Healthcare,Mid-Market,EMEA,Medium
C00004210-5eef28,control,0,0,0,0,0,5,2025-09-20,Finance,Enterprise,LATAM,Low
C00004211-627d2b,control,0,0,0,0,0,3,2025-09-18,Manufacturing,SMB,APAC,Low
C00004212-5aed52,control,0,0,0,0,0,3,2025-10-09,Finance,SMB,North America,Medium
C00004213-a0fe39,control,0,0,0,0,0,3,2025-09-18,Healthcare,Mid-Market,LATAM,Low
C00004214-332279,control,0,0,0,0,0,2,2025-09-24,Technology,Mid-Market,EMEA,High
C00004215-f95ca8,control,0,0,0,0,0,2,2025-09-24,Retail,SMB,APAC,Medium
C00004216-69ed8b,control,0,0,0,0,0,3,2025-09-18,Technology,Enterprise,APAC,High
C00004217-1e68bf,control,0,0,0,0,0,0,2025-09-29,Technology,Enterprise,North America,Medium
C00004218-728f42,control,0,0,0,0,0,0,2025-10-06,Technology,SMB,EMEA,Medium
C00004219-79b9c7,control,1,0,0,0,0,5,2025-10-11,Healthcare,Mid-Market,EMEA,Medium
C00004220-9fc3cc,control,0,0,0,0,0,2,2025-09-24,Healthcare,Mid-Market,North America,High
C00004221-bf1d82,control,0,0,0,0,0,1,2025-09-23,Healthcare,Enterprise,North America,Medium
C00004222-169b2a,control,0,0,0,0,0,6,2025-10-05,Technology,Mid-Market,APAC,Medium
C00004223-39c599,control,0,0,0,0,0,6,2025-10-12,Retail,SMB,APAC,Low
C00004224-272ca8,control,0,1,0,0,0,2,2025-10-01,Retail,SMB,APAC,Medium
C00004225-a0e997,control,0,0,0,0,0,4,2025-10-03,Technology,SMB,North America,Medium
C00004226-de7439,control,0,0,0,0,0,6,2025-09-28,Technology,SMB,North America,Medium
C00004227-3f4a16,control,0,0,0,0,0,2,2025-10-01,Finance,Mid-Market,North America,Medium
C00004228-2546db,control,0,1,0,0,0,4,2025-09-26,Finance,SMB,North America,High
C00004229-4ea035,control,0,0,0,0,0,4,2025-10-03,Technology,Mid-Market,EMEA,Medium
C00004230-352a3f,control,0,0,0,0,0,5,2025-10-11,Healthcare,SMB,North America,Medium
C00004231-32a2a0,control,1,0,0,0,0,6,2025-09-28,Finance,Mid-Market,LATAM,Medium
C00004232-6aa389,control,0,0,0,0,0,6,2025-09-28,Technology,Mid-Market,LATAM,Medium
C00004233-e5d805,control,1,1,0,0,0,2,2025-09-17,Finance,Mid-Market,APAC,Medium
C00004234-65e54f,control,0,0,0,0,0,5,2025-09-27,Manufacturing,SMB,LATAM,High
C00004235-6b3c47,control,0,0,0,0,0,5,2025-09-20,Technology,Mid-Market,North America,Medium
C00004236-80f6c7,control,1,0,0,0,0,0,2025-09-22,Technology,SMB,EMEA,Low
C00004237-8ce560,control,0,0,0,0,0,0,2025-09-22,Technology,Mid-Market,North America,Medium
C00004238-fd1363,control,0,0,0,0,0,6,2025-09-28,Finance,SMB,LATAM,Low
C00004239-5fc987,control,0,0,0,0,0,0,2025-09-22,Technology,SMB,APAC,Low
C00004240-a5178e,control,0,0,0,0,0,1,2025-10-14,Finance,Mid-Market,LATAM,Medium
C00004241-7c116c,control,1,0,0,0,0,3,2025-10-09,Technology,SMB,EMEA,Medium
C00004242-8781dc,control,0,0,0,0,0,3,2025-10-02,Healthcare,Mid-Market,North America,Medium
C00004243-d2ed14,control,0,0,0,0,0,0,2025-09-15,Finance,Enterprise,North America,Medium
C00004244-b6cd61,control,0,1,0,0,0,3,2025-10-09,Manufacturing,Enterprise,APAC,High
C00004245-86a112,control,0,0,0,0,0,4,2025-09-26,Healthcare,Mid-Market,North America,Medium
C00004246-a3c789,control,0,0,0,0,0,4,2025-09-19,Technology,SMB,APAC,High
C00004247-966f8d,control,0,0,0,0,0,1,2025-09-16,Finance,Mid-Market,North America,High
C00004248-36aba9,control,0,0,0,0,0,1,2025-09-16,Retail,SMB,APAC,Medium
C00004249-792cf9,control,0,0,0,0,0,1,2025-09-16,Finance,Enterprise,North America,Medium
C00004250-7f5b5e,control,0,1,0,0,0,1,2025-10-14,Retail,Enterprise,North America,Low
C00004251-6d159b,control,0,0,0,0,0,2,2025-10-08,Finance,Enterprise,North America,Medium
C00004252-4ebbd9,control,0,0,0,0,0,3,2025-09-25,Technology,Enterprise,North America,High
C00004253-ff1134,control,1,0,0,0,0,3,2025-09-18,Retail,Enterprise,EMEA,Low
C00004254-dbf41b,control,0,1,0,0,0,5,2025-10-04,Manufacturing,SMB,North America,Medium
C00004255-562d72,control,0,0,0,0,0,6,2025-09-28,Healthcare,SMB,EMEA,Medium
C00004256-5c4aad,control,1,0,0,0,0,0,2025-10-13,Healthcare,Enterprise,North America,High
C00004257-e759a8,control,0,0,0,0,0,5,2025-09-20,Healthcare,Mid-Market,APAC,Medium
C00004258-25808d,control,1,0,0,0,0,1,2025-10-07,Technology,SMB,North America,Low
C00004259-23ee81,control,0,0,0,0,0,5,2025-10-11,Retail,SMB,EMEA,High
C00004260-42261f,control,0,0,1,1,0,4,2025-10-03,Manufacturing,Mid-Market,North America,Medium
C00004261-a16225,control,0,0,0,0,0,5,2025-09-20,Retail,Mid-Market,LATAM,Low
C00004262-40d299,control,0,0,0,0,0,4,2025-09-26,Healthcare,Enterprise,North America,Medium
C00004263-9920b5,control,0,0,0,0,0,2,2025-09-24,Retail,SMB,North America,Medium
C00004264-b75353,control,0,0,0,0,0,5,2025-09-27,Technology,Enterprise,APAC,Low
C00004265-bd1b13,control,0,0,0,0,0,6,2025-10-12,Finance,SMB,EMEA,High
C00004266-ca1edc,control,0,0,0,0,0,4,2025-09-26,Finance,Mid-Market,North America,Medium
C00004267-fce583,control,0,0,0,0,0,3,2025-10-02,Technology,SMB,EMEA,Medium
C00004268-ba1405,control,0,0,0,0,0,3,2025-10-02,Retail,SMB,EMEA,Low
C00004269-a57219,control,0,0,0,0,0,6,2025-10-05,Healthcare,SMB,APAC,Medium
C00004270-541d37,control,0,0,0,0,0,0,2025-10-06,Manufacturing,Mid-Market,North America,Medium
C00004271-732f06,control,0,0,0,0,0,3,2025-10-09,Finance,SMB,North America,Medium
C00004272-dfa922,control,0,0,0,0,0,2,2025-09-24,Technology,SMB,EMEA,High
C00004273-31fd8f,control,0,0,0,0,0,4,2025-09-26,Finance,SMB,EMEA,Low
C00004274-fe79da,control,0,1,0,0,0,3,2025-09-25,Technology,SMB,North America,Medium
C00004275-d61fe0,control,0,0,0,0,0,0,2025-09-29,Finance,SMB,LATAM,Medium
C00004276-78b76a,control,1,0,0,0,0,2,2025-09-17,Retail,Enterprise,North America,Medium
C00004277-e27d0e,control,0,0,0,0,0,3,2025-10-02,Finance,Mid-Market,North America,Medium
C00004278-b71584,control,1,0,0,0,0,0,2025-10-13,Finance,SMB,North America,Low
C00004279-d185c0,control,1,0,0,0,0,1,2025-09-30,Technology,Mid-Market,North America,Low
C00004280-b41983,control,0,0,0,0,0,5,2025-10-04,Technology,Mid-Market,EMEA,High
C00004281-f0fe66,control,0,0,0,0,0,0,2025-09-29,Manufacturing,SMB,APAC,High
C00004282-dfafbd,control,0,0,0,0,0,5,2025-09-20,Technology,SMB,North America,Medium
C00004283-31d2c5,control,0,0,0,0,0,1,2025-09-16,Technology,SMB,North America,Low
C00004284-ea44f9,control,0,0,0,0,0,1,2025-10-07,Technology,SMB,North America,Low
C00004285-77e358,control,0,0,0,0,0,0,2025-09-29,Technology,Enterprise,EMEA,Medium
C00004286-128ab2,control,0,0,0,0,0,6,2025-09-21,Retail,SMB,North America,Low
C00004287-65d20c,control,0,0,0,0,0,4,2025-09-19,Technology,Enterprise,North America,Low
C00004288-9f3d41,control,0,0,0,0,0,0,2025-09-22,Finance,SMB,EMEA,High
C00004289-251e7d,control,1,0,0,0,0,3,2025-09-18,Technology,SMB,LATAM,Medium
C00004290-387119,control,0,0,0,0,0,3,2025-10-02,Healthcare,SMB,EMEA,Low
C00004291-ca749d,control,0,0,0,0,0,6,2025-10-05,Healthcare,Mid-Market,EMEA,Low
C00004292-4f3aa0,control,0,0,0,0,0,0,2025-09-15,Finance,Enterprise,LATAM,Medium
C00004293-521d52,control,0,0,0,0,0,6,2025-10-12,Finance,Enterprise,LATAM,Medium
C00004294-18d2a4,control,1,0,0,0,0,1,2025-09-30,Retail,Enterprise,North America,Medium
C00004295-4fb89e,control,0,0,0,0,0,6,2025-09-28,Finance,Mid-Market,North America,Low
C00004296-7d3436,control,0,0,0,0,0,0,2025-10-13,Technology,SMB,LATAM,Low
C00004297-8f6291,control,0,0,0,0,0,2,2025-09-17,Manufacturing,SMB,North America,Medium
C00004298-ac81ac,control,0,0,0,0,0,1,2025-10-14,Retail,Mid-Market,APAC,Medium
C00004299-d0d243,control,0,0,0,0,0,0,2025-10-06,Technology,Mid-Market,LATAM,Medium
C00004300-136c34,control,0,0,0,0,0,4,2025-09-26,Finance,Enterprise,APAC,Medium
C00004301-5c4f01,control,0,0,0,0,0,3,2025-09-18,Technology,Enterprise,EMEA,Low
C00004302-58d54b,control,0,0,0,0,0,2,2025-09-17,Technology,Enterprise,North America,Low
C00004303-4b4c57,control,0,0,0,0,0,3,2025-09-25,Technology,Mid-Market,LATAM,Medium
C00004304-255b61,control,0,0,0,0,0,3,2025-09-18,Finance,SMB,North America,Medium
C00004305-64ad31,control,0,0,0,0,0,2,2025-10-01,Technology,Mid-Market,North America,Medium
C00004306-7568c0,control,0,0,0,0,0,6,2025-10-12,Technology,SMB,LATAM,Low
C00004307-69d16b,control,0,0,0,0,0,1,2025-09-23,Healthcare,SMB,EMEA,Medium
