contact_id,send_time_group,open_rate,click_rate,unsubscribe_rate,industry,company_size,region,engagement_tier
ST00011751-7e665b,morning,0,0,0,Technology,Enterprise,APAC,Medium
ST00011752-714301,morning,0,0,0,Manufacturing,Enterprise,North America,High
ST00011753-5e66f7,morning,0,0,0,Healthcare,SMB,North America,Low
ST00011754-ce0b9c,morning,1,0,0,Retail,SMB,North America,Medium
ST00011755-f2607f,morning,0,0,0,Technology,Enterprise,LATAM,Medium
ST00011756-cf1c37,morning,0,0,0,Finance,Enterprise,North America,High
ST00011757-e9ab45,morning,0,0,0,Technology,SMB,EMEA,Low
ST00011758-5375c8,morning,0,0,0,Healthcare,Enterprise,North America,Medium
ST00011759-495c35,morning,0,0,0,Technology,Mid-Market,North America,High
ST00011760-90171c,morning,1,0,0,Retail,Mid-Market,North America,Medium
ST00011761-201b8b,morning,0,0,0,Retail,SMB,North America,Medium
ST00011762-d9ddc1,morning,0,0,0,Technology,Mid-Market,North America,High
ST00011763-ac18be,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00011764-31b116,morning,1,0,0,Retail,SMB,EMEA,Medium
ST00011765-ca75f5,morning,0,0,0,Healthcare,SMB,EMEA,Low
ST00011766-a36881,morning,1,0,0,Technology,SMB,North America,Low
ST00011767-4c1fac,morning,0,0,0,Finance,SMB,LATAM,High
ST00011768-d14836,morning,0,0,0,Technology,SMB,North America,Medium
ST00011769-20b761,morning,0,0,0,Technology,Enterprise,North America,Low
ST00011770-bd3c89,morning,0,0,0,Technology,SMB,EMEA,Medium
ST00011771-7256f0,morning,0,0,0,Finance,Mid-Market,APAC,Medium
ST00011772-c0cca6,morning,0,0,0,Healthcare,Mid-Market,EMEA,High
ST00011773-429b01,morning,0,0,0,Retail,SMB,EMEA,Low
ST00011774-ca1db3,morning,0,0,0,Finance,Enterprise,LATAM,Low
ST00011775-c3bb1b,morning,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00011776-a62228,morning,0,0,0,Healthcare,Enterprise,North America,Medium
ST00011777-c403bc,morning,0,1,0,Technology,Enterprise,EMEA,Low
ST00011778-5576a6,morning,0,0,0,Healthcare,SMB,North America,Medium
ST00011779-b47e60,morning,0,0,0,Technology,Mid-Market,APAC,Medium
ST00011780-e11d72,morning,0,0,0,Healthcare,SMB,North America,Medium
ST00011781-131fe4,morning,0,0,0,Finance,Mid-Market,North America,Medium
ST00011782-c6c61b,morning,0,0,0,Healthcare,Mid-Market,North America,Medium
ST00011783-542029,morning,0,0,0,Technology,Enterprise,North America,Low
ST00011784-1e5423,morning,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00011785-eb9933,morning,1,0,0,Manufacturing,Enterprise,North America,High
ST00011786-9f8098,morning,0,0,0,Finance,SMB,LATAM,Medium
ST00011787-da4e24,morning,0,0,0,Manufacturing,Enterprise,North America,High
ST00011788-bf051c,morning,0,0,0,Technology,SMB,North America,Medium
ST00011789-ace168,morning,0,0,0,Healthcare,SMB,EMEA,High
ST00011790-3fd967,morning,0,0,0,Healthcare,SMB,North America,High
ST00011791-bcd849,morning,0,0,0,Healthcare,Enterprise,North America,Low
ST00011792-3e9348,morning,0,0,0,Technology,Enterprise,EMEA,Medium
ST00011793-7547e1,morning,0,0,0,Technology,SMB,LATAM,Medium
ST00011794-a1ff8f,morning,1,0,0,Technology,SMB,North America,Low
ST00011795-8549fe,morning,1,0,0,Finance,SMB,APAC,Medium
ST00011796-c33bec,morning,0,0,0,Finance,SMB,EMEA,Low
ST00011797-347be1,morning,0,0,0,Retail,Enterprise,North America,Low
ST00011798-67c3e3,morning,1,0,0,Healthcare,Mid-Market,APAC,High
ST00011799-111fbc,morning,1,0,0,Manufacturing,SMB,North America,Medium
ST00011800-90bbcd,morning,1,0,0,Manufacturing,SMB,APAC,Low
ST00011801-510ef0,morning,0,0,0,Technology,Enterprise,North America,Medium
ST00011802-7d6fdf,morning,0,0,0,Technology,Enterprise,North America,Medium
ST00011803-5e8ee0,morning,0,0,0,Technology,SMB,APAC,Low
ST00011804-5b65dc,morning,0,0,0,Manufacturing,SMB,North America,Medium
ST00011805-100f20,morning,0,0,0,Retail,SMB,EMEA,Medium
ST00011806-6cd859,morning,0,0,0,Healthcare,SMB,EMEA,Low
ST00011807-70d8fb,morning,1,1,0,Retail,Mid-Market,EMEA,High
ST00011808-a3c9dc,morning,1,0,0,Technology,SMB,North America,Medium
ST00011809-a449fa,morning,0,0,0,Healthcare,Enterprise,EMEA,Medium
ST00011810-125878,morning,1,0,0,Technology,SMB,North America,Medium
ST00011811-4f9ff1,morning,0,0,0,Manufacturing,Enterprise,North America,High
ST00011812-d4fb83,morning,0,0,0,Technology,Enterprise,North America,Low
ST00011813-beed1e,morning,0,0,0,Manufacturing,Mid-Market,North America,Low
ST00011814-73423d,morning,0,0,0,Retail,Enterprise,APAC,High
ST00011815-3f438a,morning,1,0,0,Technology,Mid-Market,LATAM,Medium
ST00011816-c91c60,morning,1,0,0,Technology,Enterprise,North America,Low
ST00011817-779e4c,morning,0,0,0,Technology,SMB,LATAM,Low
ST00011818-7e9a33,morning,0,0,0,Retail,SMB,North America,Low
ST00011819-b41f73,morning,1,0,0,Finance,Enterprise,North America,Medium
ST00011820-d80bbe,morning,0,0,0,Healthcare,Mid-Market,EMEA,Medium
ST00011821-f04f88,morning,0,0,0,Retail,Enterprise,North America,High
ST00011822-41a69a,morning,1,0,0,Finance,Mid-Market,North America,Low
ST00011823-430c3b,morning,1,1,0,Finance,SMB,EMEA,High
ST00011824-4318d4,morning,0,0,0,Manufacturing,SMB,APAC,Low
ST00011825-7b88cc,morning,0,0,0,Technology,Enterprise,EMEA,Medium
ST00011826-e81050,morning,1,0,0,Retail,Enterprise,LATAM,High
ST00011827-312c65,morning,1,0,0,Finance,Enterprise,North America,Medium
ST00011828-c55080,morning,0,0,0,Technology,Mid-Market,APAC,High
ST00011829-ada16f,morning,0,0,0,Retail,Mid-Market,North America,Medium
ST00011830-604dbe,morning,0,0,0,Healthcare,SMB,North America,Low
ST00011831-35167e,morning,0,0,0,Healthcare,Enterprise,APAC,High
ST00011832-f80500,morning,0,1,0,Healthcare,Mid-Market,North America,Medium
ST00011833-24ce48,morning,1,0,0,Retail,Mid-Market,EMEA,Low
ST00011834-2af39e,morning,0,0,0,Technology,Mid-Market,LATAM,Low
ST00011835-63c38a,morning,1,0,0,Retail,Enterprise,North America,High
ST00011836-9449b4,morning,1,0,0,Technology,SMB,North America,Low
ST00011837-1cbe45,morning,0,0,0,Technology,SMB,LATAM,Medium
ST00011838-456525,morning,0,0,0,Finance,Enterprise,EMEA,Medium
ST00011839-7dfca2,morning,0,0,0,Manufacturing,Enterprise,North America,Low
ST00011840-becf77,morning,0,0,0,Finance,Enterprise,EMEA,High
ST00011841-8baf09,morning,0,0,0,Finance,Mid-Market,EMEA,Medium
ST00011842-13fcab,morning,1,0,0,Healthcare,Mid-Market,EMEA,Low
ST00011843-bcbd7b,morning,0,0,0,Retail,Enterprise,North America,Low
ST00011844-5614f8,morning,0,0,0,Manufacturing,SMB,EMEA,High
ST00011845-dbdc5f,morning,0,0,0,Healthcare,Enterprise,North America,Medium
ST00011846-d33fd4,morning,0,0,0,Technology,Mid-Market,North America,Low
ST00011847-7a242c,morning,0,0,0,Technology,Mid-Market,North America,High
ST00011848-70b06e,morning,0,0,0,Manufacturing,SMB,North America,High
ST00011849-e8b18b,morning,0,0,0,Retail,Mid-Market,APAC,High
ST00011850-f816ab,morning,1,0,0,Manufacturing,SMB,APAC,Medium
ST00011851-a5cdb2,morning,0,0,0,Technology,Enterprise,EMEA,Low
ST00011852-2358a4,morning,0,0,0,Finance,Mid-Market,North America,Medium
ST00011853-14e181,morning,0,0,0,Healthcare,Mid-Market,EMEA,Low
ST00011854-624e9f,morning,0,0,0,Finance,Enterprise,North America,Low
ST00011855-84bea7,morning,0,0,0,Finance,Mid-Market,APAC,Medium
ST00011856-1fe486,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00011857-c66b57,morning,0,0,0,Finance,Enterprise,North America,Medium
ST00011858-7cbdb9,morning,0,0,0,Retail,SMB,EMEA,Medium
ST00011859-84e49b,morning,0,0,0,Manufacturing,Mid-Market,North America,Low
ST00011860-79df66,morning,0,0,0,Technology,Enterprise,APAC,Low
ST00011861-9a8f11,morning,1,0,0,Healthcare,Enterprise,North America,High
ST00011862-c99000,morning,0,0,0,Technology,SMB,LATAM,Low
ST00011863-ccc317,morning,1,0,0,Technology,Mid-Market,North America,High
ST00011864-2cc599,morning,0,0,0,Technology,SMB,APAC,High
ST00011865-9a0b43,morning,1,0,0,Technology,Mid-Market,EMEA,Medium
ST00011866-72d499,morning,0,0,0,Healthcare,Enterprise,APAC,Low
ST00011867-bf3bac,morning,0,0,0,Healthcare,Enterprise,North America,Medium
ST00011868-539a6a,morning,0,0,0,Healthcare,Enterprise,APAC,Medium
ST00011869-e6a932,morning,0,0,0,Technology,SMB,APAC,Medium
ST00011870-de3f46,morning,0,0,0,Healthcare,Enterprise,APAC,Low
ST00011871-cc890d,morning,0,0,0,Manufacturing,Mid-Market,North America,Low
ST00011872-9d160f,morning,1,0,0,Manufacturing,Mid-Market,APAC,High
ST00011873-18010e,morning,0,0,0,Retail,SMB,APAC,High
ST00011874-b39120,morning,1,0,0,Technology,Mid-Market,North America,High
ST00011875-19ba94,morning,0,0,0,Finance,Mid-Market,LATAM,High
ST00011876-478217,morning,1,0,0,Technology,Enterprise,APAC,Low
ST00011877-94cba9,morning,0,0,0,Technology,Enterprise,North America,High
ST00011878-dfe863,morning,0,0,0,Healthcare,Enterprise,EMEA,Medium
ST00011879-492523,morning,0,0,0,Finance,Mid-Market,North America,Low
ST00011880-1b94f5,morning,0,0,0,Finance,Mid-Market,North America,High
ST00011881-dade77,morning,0,0,0,Healthcare,SMB,North America,Medium
ST00011882-ee7b21,morning,0,0,0,Finance,SMB,North America,Medium
ST00011883-e99cb8,morning,0,0,0,Healthcare,SMB,EMEA,Medium
ST00011884-5fc76a,morning,0,0,0,Finance,SMB,EMEA,Medium
ST00011885-445f55,morning,1,0,0,Retail,Mid-Market,North America,Medium
ST00011886-607733,morning,0,0,0,Retail,Mid-Market,North America,Low
ST00011887-53aa83,morning,0,0,0,Technology,SMB,North America,Medium
ST00011888-50ee31,morning,0,0,0,Technology,Enterprise,North America,Low
ST00011889-cf69c0,morning,0,0,0,Manufacturing,Mid-Market,EMEA,Low
ST00011890-625860,morning,0,0,0,Finance,SMB,North America,Low
ST00011891-887eab,morning,0,0,0,Finance,SMB,LATAM,Low
ST00011892-79ad14,morning,0,0,0,Technology,Enterprise,North America,Medium
ST00011893-a2a0c9,morning,0,0,0,Healthcare,Mid-Market,LATAM,Low
ST00011894-92f4ff,morning,1,0,0,Finance,Mid-Market,North America,High
ST00011895-15498d,morning,0,0,0,Finance,SMB,APAC,Medium
ST00011896-7230b4,morning,1,0,0,Finance,SMB,EMEA,Low
ST00011897-111543,morning,0,0,0,Technology,Mid-Market,EMEA,Medium
ST00011898-8a1ad6,morning,0,0,0,Healthcare,Mid-Market,EMEA,Medium
ST00011899-e9e3aa,morning,0,0,0,Finance,Mid-Market,LATAM,Low
ST00011900-4069e2,morning,0,0,0,Finance,SMB,North America,Medium
ST00011901-4d08b2,morning,0,0,0,Technology,SMB,North America,Low
ST00011902-544805,morning,0,0,0,Healthcare,Enterprise,EMEA,Medium
ST00011903-40ba4e,morning,0,0,0,Finance,Mid-Market,EMEA,Low
ST00011904-218f1d,morning,0,0,0,Retail,SMB,North America,Low
ST00011905-828f8d,morning,0,0,0,Healthcare,SMB,North America,Medium
ST00011906-ce4ac7,morning,0,0,0,Retail,SMB,North America,Low
ST00011907-93f829,morning,0,0,0,Retail,Enterprise,APAC,Low
ST00011908-bac2a1,morning,0,0,0,Retail,Enterprise,North America,Medium
ST00011909-984397,morning,0,0,0,Retail,Enterprise,North America,Medium
ST00011910-525b2b,morning,0,0,0,Manufacturing,Mid-Market,APAC,Medium
ST00011911-f05763,morning,0,0,0,Finance,Mid-Market,LATAM,High
ST00011912-dae125,morning,1,0,0,Manufacturing,Enterprise,North America,Medium
ST00011913-c37817,morning,0,0,0,Technology,SMB,APAC,Medium
ST00011914-7e84ea,morning,0,0,0,Manufacturing,Mid-Market,North America,High
ST00011915-8a098e,morning,1,0,0,Finance,SMB,APAC,Medium
ST00011916-8a10ae,morning,0,0,0,Technology,SMB,APAC,Medium
ST00011917-87d132,morning,0,0,0,Finance,Enterprise,APAC,Medium
ST00011918-781dd9,morning,0,0,0,Retail,SMB,APAC,Low
ST00011919-7b525d,morning,1,0,0,Finance,Mid-Market,North America,Low
ST00011920-314d52,morning,0,1,0,Technology,SMB,North America,Medium
ST00011921-80d54c,morning,0,0,0,Retail,Mid-Market,North America,Low
ST00011922-70712f,morning,0,0,0,Retail,SMB,EMEA,Medium
ST00011923-cab3c1,morning,0,0,0,Manufacturing,SMB,North America,Low
ST00011924-4b6baf,morning,1,0,0,Retail,Enterprise,North America,High
ST00011925-cbf65d,morning,1,0,0,Retail,Mid-Market,EMEA,High
ST00011926-d4c4f0,morning,1,0,0,Retail,SMB,LATAM,Medium
ST00011927-e17d56,morning,0,0,0,Finance,Mid-Market,North America,Medium
ST00011928-576bf2,morning,0,0,0,Technology,SMB,EMEA,Low
ST00011929-6c3d23,morning,0,0,0,Retail,Enterprise,North America,High
ST00011930-d3895d,morning,1,0,0,Manufacturing,SMB,North America,Low
ST00011931-527272,morning,1,0,0,Retail,Enterprise,EMEA,Low
ST00011932-332c01,morning,0,0,0,Finance,Enterprise,North America,High
ST00011933-e8f111,morning,0,0,0,Manufacturing,SMB,EMEA,Low
ST00011934-7b516e,morning,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00011935-1f6c36,morning,0,0,1,Healthcare,Enterprise,North America,Low
ST00011936-92b094,morning,1,1,0,Healthcare,SMB,EMEA,Low
ST00011937-ad2c3a,morning,0,0,0,Finance,Enterprise,North America,Medium
ST00011938-60b3e6,morning,0,0,0,Finance,Mid-Market,North America,High
ST00011939-821d50,morning,0,0,0,Healthcare,Enterprise,North America,Low
ST00011940-cbe420,morning,0,0,0,Healthcare,Mid-Market,North America,High
ST00011941-14937c,morning,0,0,0,Manufacturing,Mid-Market,APAC,Medium
ST00011942-248778,morning,1,0,0,Technology,Mid-Market,North America,Medium
ST00011943-43441a,morning,0,0,0,Healthcare,Mid-Market,LATAM,High
ST00011944-c56c3b,morning,0,0,0,Finance,Mid-Market,EMEA,Low
ST00011945-fd8420,morning,0,0,0,Finance,SMB,EMEA,High
ST00011946-b87dba,morning,0,0,0,Retail,SMB,EMEA,High
ST00011947-623b69,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00011948-4c1e43,morning,0,0,0,Finance,SMB,APAC,Low
ST00011949-ec5368,morning,0,0,0,Technology,SMB,North America,Low
ST00011950-451876,morning,0,0,0,Healthcare,Enterprise,APAC,Medium
ST00011951-c9cb88,morning,0,0,0,Technology,SMB,EMEA,Medium
ST00011952-17d787,morning,1,0,0,Technology,Mid-Market,EMEA,Low
ST00011953-d334b6,morning,0,0,0,Finance,Mid-Market,North America,Medium
ST00011954-67b43d,morning,0,0,0,Finance,Mid-Market,North America,Medium
ST00011955-eedf89,morning,0,0,0,Technology,Enterprise,North America,Medium
ST00011956-5293d2,morning,0,0,0,Technology,SMB,EMEA,Medium
ST00011957-d5ea35,morning,0,0,0,Technology,Mid-Market,North America,High
ST00011958-e6d4ad,morning,0,0,0,Healthcare,SMB,North America,Low
ST00011959-358dd6,morning,0,0,0,Technology,SMB,LATAM,Medium
ST00011960-a6f4d5,morning,0,0,0,Technology,Mid-Market,APAC,Low
ST00011961-b42a42,morning,0,0,0,Finance,SMB,North America,Low
ST00011962-36acbe,morning,0,0,0,Retail,Mid-Market,LATAM,High
ST00011963-786260,morning,0,0,0,Manufacturing,Enterprise,North America,High
ST00011964-7127b8,morning,0,0,0,Healthcare,Enterprise,North America,Medium
ST00011965-aa9b46,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00011966-945b41,morning,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00011967-5383ea,morning,0,0,0,Technology,Enterprise,EMEA,Low
ST00011968-ce313c,morning,1,0,0,Retail,SMB,North America,Medium
ST00011969-274064,morning,0,0,0,Technology,Enterprise,North America,Low
ST00011970-199c59,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00011971-15dcf0,morning,0,0,0,Retail,SMB,APAC,Medium
ST00011972-c34d6c,morning,1,0,0,Healthcare,Mid-Market,North America,Medium
ST00011973-9a2584,morning,0,0,0,Healthcare,SMB,North America,Low
ST00011974-b385ca,morning,1,0,0,Healthcare,SMB,APAC,Medium
ST00011975-43ac42,morning,0,0,0,Retail,SMB,LATAM,Low
ST00011976-8d4f09,morning,0,1,0,Manufacturing,SMB,North America,Medium
ST00011977-1d8066,morning,0,0,0,Manufacturing,Mid-Market,North America,Low
ST00011978-d358c0,morning,0,0,0,Manufacturing,Enterprise,LATAM,Medium
ST00011979-c898cd,morning,0,0,0,Technology,Enterprise,APAC,Low
ST00011980-e094b6,morning,0,0,0,Technology,Mid-Market,EMEA,Low
ST00011981-dfcada,morning,0,0,0,Finance,SMB,EMEA,High
ST00011982-880d8c,morning,0,0,0,Technology,Enterprise,EMEA,Medium
ST00011983-c5394b,morning,1,0,0,Retail,SMB,North America,Medium
ST00011984-faa10f,morning,0,0,0,Finance,SMB,EMEA,Medium
ST00011985-78f675,morning,0,0,0,Retail,Mid-Market,EMEA,High
ST00011986-8b5ba3,morning,0,0,0,Retail,SMB,LATAM,Medium
ST00011987-b785ef,morning,0,0,0,Technology,Enterprise,APAC,Low
ST00011988-93d4b2,morning,0,0,0,Manufacturing,SMB,North America,Medium
ST00011989-7fcfcd,morning,0,0,0,Finance,Enterprise,North America,Low
ST00011990-f5c0b6,morning,0,0,0,Healthcare,Mid-Market,North America,Low
ST00011991-2c12f7,morning,0,0,0,Finance,Mid-Market,North America,Medium
ST00011992-6358d2,morning,0,0,0,Manufacturing,SMB,EMEA,Low
ST00011993-3f4cea,morning,0,0,0,Retail,Enterprise,North America,Medium
ST00011994-ee9870,morning,0,0,0,Retail,Enterprise,APAC,High
ST00011995-1ab3b9,morning,0,0,0,Manufacturing,Mid-Market,APAC,Medium
ST00011996-7928f0,morning,0,0,0,Technology,SMB,North America,Low
ST00011997-992775,morning,0,0,0,Retail,Mid-Market,North America,Low
ST00011998-b4b6e7,morning,0,0,0,Healthcare,Enterprise,North America,Medium
ST00011999-f34302,morning,0,0,0,Finance,SMB,North America,Medium
ST00012000-52d0e4,morning,1,0,0,Technology,SMB,APAC,Low
ST00012001-2071c1,morning,0,0,0,Finance,Enterprise,EMEA,High
ST00012002-c484f2,morning,0,0,0,Retail,SMB,EMEA,Medium
ST00012003-aa6aed,morning,1,0,0,Healthcare,Mid-Market,LATAM,High
ST00012004-20a031,morning,0,0,0,Manufacturing,Mid-Market,EMEA,Low
ST00012005-3f22b1,morning,0,0,0,Finance,SMB,EMEA,Medium
ST00012006-6f2c96,morning,0,0,0,Manufacturing,SMB,North America,Medium
ST00012007-6d7629,morning,0,0,0,Technology,Enterprise,LATAM,High
ST00012008-e73a50,morning,0,0,0,Retail,Enterprise,APAC,Low
ST00012009-f5b8d9,morning,0,0,0,Healthcare,Mid-Market,EMEA,Low
ST00012010-77e171,morning,0,0,0,Healthcare,Enterprise,EMEA,Low
ST00012011-4f9d0e,morning,0,0,0,Healthcare,SMB,North America,Low
ST00012012-da9f64,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00012013-4ad452,morning,0,0,0,Retail,SMB,North America,Medium
ST00012014-652f1f,morning,0,0,0,Finance,Enterprise,EMEA,High
ST00012015-a7f4f7,morning,1,0,0,Technology,Enterprise,EMEA,Low
ST00012016-8fc80a,morning,0,0,0,Finance,SMB,APAC,Low
ST00012017-c30003,morning,0,0,0,Finance,SMB,EMEA,Medium
ST00012018-7a32d9,morning,0,0,0,Technology,Enterprise,EMEA,Medium
ST00012019-fdb898,morning,0,0,0,Healthcare,Mid-Market,LATAM,High
ST00012020-2646a0,morning,0,0,0,Manufacturing,Enterprise,North America,Medium
ST00012021-655b04,morning,0,0,0,Retail,SMB,North America,High
ST00012022-783674,morning,1,0,0,Healthcare,SMB,EMEA,Low
ST00012023-87f8e7,morning,0,0,0,Manufacturing,Mid-Market,North America,Medium
ST00012024-5595a2,morning,0,0,0,Healthcare,SMB,EMEA,Medium
ST00012025-72f514,morning,0,0,0,Retail,SMB,APAC,Low
ST00012026-b98889,morning,0,0,0,Manufacturing,SMB,EMEA,Medium
ST00012027-a7068c,morning,1,0,0,Technology,SMB,EMEA,Medium
ST00012028-53aa03,morning,1,0,0,Healthcare,Enterprise,North America,Low
ST00012029-ccb129,morning,0,0,0,Retail,SMB,APAC,Low
ST00012030-28c367,morning,0,0,0,Retail,Mid-Market,EMEA,High
ST00012031-9f4e74,morning,0,0,0,Technology,SMB,North America,Medium
ST00012032-7fdb8c,morning,0,0,0,Healthcare,Mid-Market,North America,Medium
ST00012033-c51762,morning,0,0,0,Technology,SMB,EMEA,High
ST00012034-ebfe43,morning,0,0,0,Finance,Mid-Market,North America,Medium
ST00012035-ca05de,morning,0,0,0,Technology,Mid-Market,APAC,Low
ST00012036-4182d6,morning,1,0,0,Technology,Enterprise,North America,Medium
ST00012037-d8669f,morning,0,0,0,Manufacturing,Enterprise,EMEA,Low
ST00012038-51cbfe,morning,0,1,0,Finance,Mid-Market,LATAM,Low
ST00012039-6ffb85,morning,0,0,0,Healthcare,Mid-Market,EMEA,High
ST00012040-1a737d,morning,0,0,0,Healthcare,Mid-Market,EMEA,Medium
ST00012041-bbadf9,morning,0,1,0,Technology,SMB,North America,Medium
ST00012042-87579f,morning,0,0,0,Retail,Mid-Market,EMEA,Medium
ST00012043-ff3b35,morning,0,0,0,Manufacturing,SMB,North America,High
ST00012044-a86263,morning,0,0,0,Healthcare,Mid-Market,APAC,Low
ST00012045-e68a25,morning,1,0,0,Technology,Mid-Market,EMEA,Medium
ST00012046-36749c,morning,0,0,0,Healthcare,SMB,LATAM,High
ST00012047-77ae2b,morning,0,0,0,Technology,Enterprise,North America,High
ST00012048-272eac,morning,0,0,0,Manufacturing,Mid-Market,LATAM,Low
ST00012049-f123fc,morning,0,0,0,Healthcare,SMB,APAC,High
ST00012050-6fe72a,morning,0,0,0,Technology,Enterprise,North America,Medium
ST00012051-fdbc4f,morning,1,0,0,Technology,Mid-Market,LATAM,Medium
ST00012052-43b003,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00012053-15a8d9,morning,0,0,0,Technology,SMB,APAC,High
ST00012054-7b5ffe,morning,0,0,0,Technology,Enterprise,North America,Low
ST00012055-a7b8e2,morning,0,0,0,Healthcare,Mid-Market,EMEA,Low
ST00012056-b784aa,morning,0,0,0,Manufacturing,Mid-Market,North America,High
ST00012057-9489de,morning,0,0,0,Technology,Mid-Market,LATAM,Low
ST00012058-6aeb87,morning,0,0,0,Technology,Enterprise,EMEA,Low
ST00012059-27a47f,morning,1,0,0,Retail,SMB,North America,High
ST00012060-71667b,morning,0,0,0,Finance,Mid-Market,North America,High
ST00012061-27cac7,morning,0,0,0,Technology,SMB,North America,Medium
ST00012062-59ff64,morning,0,0,0,Manufacturing,Mid-Market,EMEA,Medium
ST00012063-960b1f,morning,0,0,0,Healthcare,SMB,North America,High
ST00012064-1ee95b,morning,1,0,0,Healthcare,Mid-Market,North America,High
ST00012065-57e6d3,morning,0,0,0,Manufacturing,Enterprise,North America,Low
ST00012066-1a96b1,morning,1,0,0,Retail,Enterprise,North America,High
ST00012067-24bd34,morning,1,0,0,Technology,Enterprise,North America,High
ST00012068-9ea8e4,morning,0,0,0,Technology,Enterprise,EMEA,Low
ST00012069-dfe88f,morning,0,1,0,Finance,SMB,EMEA,High
ST00012070-2c735f,morning,1,0,0,Healthcare,SMB,North America,High
ST00012071-8d6cb5,morning,0,0,0,Manufacturing,Mid-Market,EMEA,Low
ST00012072-74c6e8,morning,0,0,0,Technology,SMB,North America,Medium
ST00012073-a8671a,morning,0,0,0,Healthcare,Mid-Market,North America,High
ST00012074-1ecdc5,morning,0,0,0,Retail,Mid-Market,North America,Low
ST00012075-3ddcf2,morning,0,0,0,Manufacturing,SMB,North America,Medium
ST00012076-516d16,morning,0,0,0,Retail,Mid-Market,APAC,Low
ST00012077-269c1f,morning,0,0,0,Finance,Enterprise,LATAM,Medium
ST00012078-5a2869,morning,0,0,0,Healthcare,Mid-Market,APAC,High
ST00012079-7fd8c3,morning,1,0,0,Manufacturing,Mid-Market,EMEA,Medium
ST00012080-257761,morning,0,0,0,Retail,Enterprise,APAC,Medium
ST00012081-9107c5,morning,1,0,0,Finance,Mid-Market,North America,Medium
ST00012082-d276df,morning,0,0,0,Healthcare,SMB,EMEA,Medium
ST00012083-1ba92c,morning,0,0,0,Healthcare,SMB,North America,Medium
ST00012084-5f4e61,morning,0,0,0,Healthcare,SMB,EMEA,Medium
ST00012085-b57672,morning,0,0,0,Healthcare,Mid-Market,North America,Low
ST00012086-40751b,morning,0,0,0,Technology,Mid-Market,EMEA,High
ST00012087-1a8501,morning,0,0,0,Retail,Mid-Market,North America,Medium
ST00012088-b10bce,morning,0,0,0,Technology,Mid-Market,LATAM,Low
ST00012089-68e620,morning,1,0,0,Healthcare,Enterprise,EMEA,Medium
ST00012090-dd281e,morning,0,0,0,Finance,SMB,North America,Medium
ST00012091-dbeeb1,morning,0,0,0,Manufacturing,SMB,North America,Medium
ST00012092-fe0fb0,morning,0,0,0,Technology,SMB,North America,Medium
ST00012093-6bba7c,morning,0,0,0,Healthcare,Mid-Market,North America,Medium
ST00012094-1b3593,morning,0,0,0,Technology,SMB,APAC,Medium
ST00012095-53a36c,morning,1,0,0,Healthcare,SMB,North America,High
ST00012096-a8d62e,morning,0,0,0,Healthcare,SMB,EMEA,Low
ST00012097-8a237c,morning,0,0,0,Retail,Enterprise,North America,Medium
ST00012098-afe9fa,morning,0,0,0,Technology,Enterprise,North America,Low
ST00012099-b36ccb,morning,0,0,0,Technology,Enterprise,EMEA,Medium
ST00012100-99b97d,morning,0,0,0,Finance,SMB,North America,Low
ST00012101-d6b169,morning,0,0,0,Manufacturing,Mid-Market,EMEA,High
ST00012102-f1b46c,morning,0,0,0,Retail,Mid-Market,EMEA,Low
ST00012103-27429e,morning,0,0,0,Retail,SMB,LATAM,Medium
ST00012104-d959e4,morning,0,0,0,Technology,Enterprise,EMEA,Medium
ST00012105-e34840,morning,0,0,0,Manufacturing,SMB,North America,High
ST00012106-832957,morning,0,0,0,Finance,Enterprise,North America,Medium
ST00012107-c1ab9b,morning,0,0,0,Healthcare,Enterprise,APAC,Medium
ST00012108-6075ee,morning,0,0,0,Healthcare,SMB,North America,High
ST00012109-18fb71,morning,1,0,0,Technology,Enterprise,North America,Medium
ST00012110-7e7d14,morning,1,0,0,Healthcare,SMB,North America,Medium
ST00012111-904613,morning,0,0,0,Manufacturing,Mid-Market,EMEA,High
ST00012112-4fe554,morning,0,0,0,Technology,SMB,North America,Medium
ST00012113-d3f9b1,morning,0,0,0,Healthcare,Enterprise,North America,Medium
ST00012114-413567,morning,1,0,0,Finance,SMB,North America,Medium
ST00012115-7a17c7,morning,0,0,0,Finance,Mid-Market,North America,High
ST00012116-a973f3,morning,0,0,0,Healthcare,Enterprise,EMEA,Medium
ST00012117-8b0d53,morning,0,0,0,Technology,Mid-Market,North America,Medium
ST00012118-5c6b2a,morning,1,0,0,Healthcare,Mid-Market,EMEA,High
ST00012119-33c2b9,morning,0,0,0,Retail,SMB,North America,Low
ST00012120-9f4a9a,morning,0,0,0,Finance,SMB,APAC,Low
